0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,state,total
0.0,7796.0,5575.0,5264.0,19658.0,4901.0,4228.0,1297.0,881.0,73686.0,99666.0,3657.0,2228.0,18519.0,11975.0,2201.0,3379.0,11411.0,13021.0,1552.0,7504.0,1957.0,14194.0,2573.0,31777.0,6584.0,1640.0,1263.0,2667.0,324.0,5461.0,3470.0,12701.0,23016.0,868.0,13172.0,4032.0,1207.0,6460.0,2566.0,17728.0,1339.0,35464.0,32175.0,5087.0,300.0,14924.0,5673.0,384.0,3783.0,433.0,Alabama,551621.0
3629.0,0.0,7359.0,1045.0,17152.0,7888.0,473.0,97.0,557.0,8856.0,7657.0,5078.0,3206.0,3714.0,1868.0,871.0,2110.0,2199.0,3439.0,813.0,2598.0,664.0,3568.0,3179.0,1104.0,3398.0,2802.0,1455.0,2358.0,1008.0,1217.0,1600.0,3343.0,5120.0,445.0,3817.0,3131.0,9734.0,1881.0,375.0,3774.0,1771.0,1886.0,10844.0,7249.0,506.0,5242.0,14148.0,346.0,761.0,544.0,Alaska,177879.0
5112.0,18494.0,0.0,5097.0,236568.0,47827.0,5218.0,1649.0,1545.0,28756.0,17453.0,13375.0,13571.0,53404.0,20155.0,16135.0,10420.0,6882.0,6801.0,2544.0,9286.0,7248.0,44370.0,29067.0,2679.0,17408.0,8128.0,11409.0,43918.0,2378.0,13636.0,31208.0,29521.0,16311.0,4807.0,26334.0,11050.0,33368.0,19444.0,2467.0,19477.0,13985.0,13169.0,64444.0,43898.0,1958.0,15975.0,55848.0,2213.0,27044.0,8320.0,Arizona,1141374.0
2913.0,4510.0,4919.0,0.0,21821.0,7938.0,2178.0,79.0,689.0,14342.0,10852.0,656.0,1547.0,17356.0,5287.0,2586.0,11078.0,7662.0,19457.0,471.0,2543.0,1449.0,7004.0,2168.0,12665.0,36664.0,1097.0,1227.0,3256.0,578.0,1327.0,2105.0,6062.0,8069.0,214.0,5410.0,38736.0,2648.0,2362.0,885.0,16158.0,1509.0,17595.0,53369.0,1387.0,29.0,3871.0,2627.0,258.0,3355.0,2636.0,Arkansas,375604.0
13807.0,37721.0,179027.0,17518.0,0.0,85006.0,24519.0,3172.0,15896.0,108179.0,55505.0,57950.0,29484.0,94943.0,32324.0,15910.0,18919.0,14249.0,18704.0,7030.0,48007.0,59687.0,51338.0,33823.0,12371.0,37124.0,13917.0,11981.0,154081.0,7178.0,46858.0,29804.0,134658.0,51156.0,5062.0,43696.0,23975.0,103200.0,41869.0,10154.0,57271.0,17816.0,26978.0,163428.0,77808.0,3678.0,65378.0,139954.0,6104.0,28115.0,7635.0,California,2343967.0
11102.0,11694.0,53390.0,7390.0,116412.0,0.0,5548.0,1861.0,2400.0,42072.0,26699.0,9924.0,9065.0,32565.0,17566.0,14146.0,23788.0,8603.0,10502.0,3430.0,12548.0,15076.0,19557.0,17173.0,5105.0,20705.0,12061.0,20694.0,19799.0,3072.0,9552.0,33244.0,27686.0,21497.0,6170.0,19780.0,21214.0,17731.0,15212.0,3205.0,24858.0,10853.0,9975.0,89660.0,25567.0,2924.0,22778.0,29763.0,2741.0,14616.0,21687.0,Colorado,984660.0
3343.0,2811.0,7638.0,632.0,20586.0,5297.0,0.0,1974.0,1832.0,32610.0,8969.0,1944.0,377.0,9700.0,2183.0,175.0,992.0,1064.0,1362.0,2611.0,8574.0,41725.0,4029.0,2404.0,730.0,1296.0,391.0,107.0,1114.0,8758.0,20868.0,1138.0,106416.0,8985.0,0.0,5580.0,967.0,1224.0,19613.0,9238.0,5998.0,425.0,2984.0,10855.0,2039.0,2396.0,8758.0,6809.0,1287.0,3990.0,395.0,Connecticut,395193.0
693.0,1504.0,1283.0,0.0,4658.0,599.0,3680.0,0.0,971.0,5842.0,3129.0,201.0,473.0,2093.0,334.0,30.0,196.0,648.0,481.0,419.0,27361.0,3558.0,764.0,811.0,462.0,1809.0,73.0,294.0,678.0,511.0,24192.0,456.0,17836.0,3852.0,0.0,2492.0,118.0,55.0,33701.0,859.0,1607.0,496.0,874.0,4649.0,655.0,47.0,4637.0,888.0,412.0,55.0,463.0,Delaware,161899.0
971.0,2792.0,1718.0,377.0,18408.0,2627.0,4410.0,1113.0,0.0,7641.0,6010.0,894.0,114.0,4930.0,1523.0,826.0,348.0,663.0,1141.0,660.0,60949.0,7589.0,3059.0,1083.0,127.0,1101.0,148.0,392.0,427.0,659.0,7815.0,588.0,17667.0,7127.0,383.0,2243.0,212.0,1288.0,7785.0,2429.0,2212.0,383.0,2310.0,10947.0,507.0,1118.0,33585.0,1454.0,2524.0,2454.0,218.0,District of Columbia ,237949.0
66524.0,40735.0,32488.0,13745.0,113839.0,42478.0,50616.0,10388.0,6087.0,0.0,186248.0,11312.0,4582.0,97604.0,63061.0,15237.0,19650.0,32965.0,30596.0,25264.0,57915.0,75300.0,103699.0,26163.0,30208.0,43330.0,4059.0,9824.0,18707.0,21209.0,121744.0,8969.0,276209.0,120449.0,2171.0,106108.0,16035.0,12574.0,109969.0,22995.0,64832.0,5259.0,54162.0,121958.0,18147.0,11954.0,86737.0,22253.0,24015.0,37111.0,2342.0,Florida,2499826.0
83544.0,12658.0,18714.0,7157.0,68804.0,19884.0,13340.0,2472.0,5139.0,217405.0,0.0,6441.0,2446.0,41484.0,22174.0,7763.0,10722.0,28071.0,24521.0,1433.0,26795.0,19439.0,41307.0,8312.0,21691.0,13786.0,1368.0,6594.0,8543.0,770.0,27121.0,3833.0,69663.0,84637.0,765.0,44931.0,12509.0,5980.0,29690.0,14862.0,82314.0,1902.0,68077.0,71119.0,5895.0,1716.0,38959.0,13248.0,3938.0,16066.0,1376.0,Georgia,1341378.0
4381.0,5864.0,8469.0,571.0,57327.0,7125.0,2058.0,1268.0,899.0,15995.0,9010.0,0.0,2068.0,5506.0,1284.0,1359.0,1825.0,1474.0,1804.0,1638.0,5035.0,3811.0,5166.0,3145.0,818.0,2594.0,1124.0,248.0,7335.0,1008.0,2232.0,1579.0,12992.0,9974.0,101.0,3370.0,3316.0,7908.0,2994.0,1103.0,6919.0,1913.0,2864.0,23656.0,8969.0,71.0,7998.0,15688.0,1475.0,3009.0,100.0,Hawaii,278440.0
1360.0,12569.0,16695.0,1847.0,47553.0,6882.0,584.0,120.0,342.0,7064.0,1905.0,1721.0,0.0,2345.0,829.0,1608.0,1684.0,592.0,490.0,572.0,609.0,1087.0,2435.0,2752.0,629.0,1676.0,11343.0,1035.0,13627.0,238.0,817.0,2891.0,2048.0,2134.0,1901.0,2520.0,1599.0,24188.0,1180.0,12.0,2327.0,8898.0,4031.0,7452.0,39367.0,0.0,3698.0,41608.0,266.0,1190.0,5492.0,Idaho,295812.0
9106.0,11329.0,31553.0,9613.0,76208.0,17847.0,7805.0,1316.0,5829.0,70133.0,34143.0,6931.0,3226.0,0.0,97824.0,45058.0,10784.0,19406.0,7546.0,2019.0,10937.0,15997.0,61447.0,25737.0,7398.0,66824.0,1627.0,4409.0,11315.0,1703.0,13532.0,7271.0,40222.0,23496.0,2189.0,35457.0,7165.0,5558.0,20255.0,4391.0,18458.0,2959.0,18263.0,57265.0,6771.0,2221.0,31101.0,11962.0,4271.0,75493.0,1734.0,Illinois,1065104.0
8653.0,1877.0,15831.0,5376.0,36406.0,10446.0,3482.0,975.0,2721.0,41668.0,13621.0,3106.0,3721.0,138248.0,0.0,7630.0,6502.0,49394.0,5445.0,715.0,4558.0,2881.0,50464.0,6450.0,3763.0,14896.0,564.0,2759.0,3405.0,2003.0,5421.0,1283.0,13021.0,12646.0,183.0,58423.0,4336.0,3248.0,11203.0,1659.0,13470.0,2251.0,13824.0,26330.0,3072.0,1936.0,12517.0,4775.0,2221.0,10664.0,2637.0,Indiana,652680.0
1481.0,4416.0,7594.0,2405.0,19268.0,13021.0,1833.0,85.0,512.0,11643.0,5498.0,2264.0,1353.0,64119.0,8591.0,0.0,9677.0,3219.0,2664.0,434.0,1791.0,1755.0,5942.0,34464.0,2047.0,20061.0,1970.0,32817.0,5156.0,437.0,2253.0,1528.0,5156.0,5503.0,5073.0,4484.0,4905.0,3137.0,2675.0,536.0,5070.0,8645.0,4194.0,13972.0,5562.0,450.0,5351.0,4123.0,284.0,16773.0,1177.0,Iowa,367368.0
3728.0,3396.0,11631.0,8676.0,28280.0,23619.0,940.0,312.0,658.0,14618.0,12363.0,1857.0,1788.0,10740.0,7599.0,8488.0,0.0,4815.0,4105.0,836.0,6886.0,1109.0,7059.0,6991.0,2871.0,115846.0,1425.0,14465.0,5437.0,500.0,5564.0,4223.0,5441.0,6128.0,1391.0,7993.0,32877.0,2690.0,3635.0,663.0,11505.0,1390.0,4730.0,34731.0,1475.0,213.0,6305.0,6819.0,469.0,4554.0,2890.0,Kansas,456724.0
10545.0,6276.0,8590.0,3154.0,15241.0,3191.0,1602.0,935.0,982.0,41771.0,23804.0,2369.0,850.0,24241.0,56933.0,3419.0,4548.0,0.0,4068.0,637.0,7754.0,4204.0,23931.0,3859.0,6132.0,12826.0,455.0,2885.0,2081.0,1186.0,3359.0,2370.0,16731.0,17816.0,239.0,81479.0,6597.0,1450.0,8569.0,4524.0,11554.0,864.0,46534.0,24050.0,3122.0,5509.0,16350.0,4969.0,10886.0,7199.0,872.0,Kentucky,553512.0
15882.0,4428.0,7909.0,12243.0,22067.0,6725.0,758.0,627.0,1613.0,36135.0,23988.0,2215.0,1770.0,9089.0,5375.0,2988.0,2924.0,6183.0,0.0,863.0,4813.0,2829.0,6340.0,2962.0,42777.0,8350.0,1177.0,1502.0,5086.0,488.0,2535.0,2070.0,9290.0,9296.0,1342.0,7957.0,12043.0,5094.0,4013.0,2048.0,30761.0,609.0,10330.0,104371.0,3092.0,456.0,8395.0,6396.0,1494.0,2012.0,565.0,Louisiana,464275.0
1194.0,1550.0,1969.0,105.0,7598.0,2044.0,9265.0,695.0,326.0,14776.0,3259.0,534.0,292.0,1922.0,435.0,678.0,1778.0,1621.0,978.0,0.0,1421.0,20521.0,1019.0,1266.0,99.0,899.0,580.0,528.0,643.0,19899.0,3616.0,748.0,10980.0,4777.0,74.0,3016.0,347.0,1091.0,5431.0,2420.0,1804.0,220.0,2744.0,4154.0,1056.0,3059.0,2513.0,1195.0,249.0,338.0,1150.0,Maine,148876.0
6166.0,8376.0,7470.0,1351.0,40309.0,8736.0,8105.0,26472.0,104941.0,42974.0,27027.0,3754.0,2367.0,14767.0,5915.0,1692.0,5993.0,4455.0,4127.0,3618.0,0.0,15108.0,12974.0,4913.0,4369.0,6037.0,159.0,352.0,2900.0,3453.0,40072.0,2745.0,57058.0,36459.0,116.0,15308.0,3263.0,2292.0,56543.0,4581.0,15276.0,1122.0,8515.0,42549.0,5472.0,6221.0,92996.0,6721.0,17363.0,2840.0,853.0,Maryland,797245.0
3244.0,6366.0,8430.0,1422.0,62865.0,7712.0,55070.0,1145.0,5165.0,59588.0,12732.0,4869.0,1163.0,17792.0,5311.0,1029.0,2116.0,2309.0,2907.0,21736.0,16548.0,0.0,10422.0,6103.0,1603.0,5777.0,1321.0,881.0,2759.0,58211.0,33928.0,1684.0,97864.0,16701.0,364.0,11845.0,1101.0,3313.0,27790.0,32540.0,8711.0,909.0,4325.0,23739.0,4403.0,9377.0,18407.0,5957.0,1518.0,2835.0,356.0,Massachusetts,694263.0
14122.0,11805.0,20700.0,6768.0,39444.0,11933.0,4579.0,684.0,1826.0,68239.0,22486.0,1805.0,1780.0,55594.0,45319.0,5490.0,4842.0,12480.0,5565.0,1652.0,7250.0,9553.0,0.0,8175.0,4181.0,11651.0,877.0,2014.0,7614.0,1629.0,8958.0,4172.0,24263.0,15927.0,1871.0,53725.0,5297.0,3952.0,13485.0,3373.0,14826.0,2268.0,15594.0,34950.0,6111.0,593.0,15451.0,6722.0,1981.0,26665.0,3408.0,Michigan,653649.0
2707.0,5135.0,15504.0,3152.0,30885.0,13641.0,2257.0,465.0,1308.0,13615.0,10102.0,3523.0,1637.0,33892.0,5934.0,32140.0,4392.0,1943.0,2275.0,824.0,5268.0,3836.0,13553.0,0.0,1408.0,6943.0,5088.0,6240.0,6264.0,278.0,3948.0,2463.0,10828.0,8816.0,39034.0,9183.0,3892.0,6094.0,3854.0,1289.0,9370.0,15254.0,4716.0,17722.0,6310.0,559.0,23143.0,7338.0,1088.0,90380.0,1336.0,Minnesota,500826.0
35892.0,1710.0,2824.0,15469.0,17547.0,3477.0,1159.0,245.0,556.0,23595.0,18736.0,1178.0,1231.0,15667.0,4331.0,1088.0,1675.0,3817.0,38653.0,424.0,2073.0,2246.0,10191.0,2506.0,0.0,7248.0,585.0,560.0,1969.0,165.0,3170.0,2134.0,3593.0,6608.0,175.0,6084.0,3888.0,717.0,4956.0,921.0,9719.0,201.0,39412.0,27227.0,1563.0,54.0,6561.0,1325.0,617.0,3790.0,1287.0,Mississippi,340819.0
7227.0,6532.0,14673.0,33802.0,43284.0,15816.0,3691.0,630.0,2067.0,33929.0,15741.0,5050.0,3065.0,109027.0,18536.0,25119.0,105720.0,13320.0,8717.0,2484.0,6636.0,4748.0,12675.0,10807.0,6310.0,0.0,2643.0,14911.0,6668.0,1212.0,6481.0,3858.0,13891.0,17551.0,2984.0,15632.0,27393.0,4162.0,8347.0,1715.0,15791.0,3365.0,11737.0,47062.0,8866.0,1873.0,14950.0,8446.0,1454.0,9144.0,2707.0,Missouri,762449.0
713.0,5720.0,8128.0,988.0,20916.0,11197.0,225.0,436.0,12.0,6127.0,1495.0,768.0,10806.0,4166.0,1484.0,1035.0,1434.0,1040.0,707.0,412.0,478.0,592.0,2526.0,4120.0,694.0,1779.0,0.0,1075.0,4091.0,536.0,1236.0,2218.0,1950.0,5109.0,6559.0,1412.0,1924.0,11088.0,2505.0,131.0,1466.0,2104.0,453.0,7064.0,8954.0,503.0,2161.0,18143.0,64.0,2485.0,7712.0,Montana,178941.0
998.0,2186.0,9931.0,1825.0,21400.0,16513.0,1194.0,269.0,147.0,9523.0,4431.0,1176.0,1413.0,7281.0,1890.0,36558.0,16087.0,1443.0,1116.0,190.0,1467.0,873.0,4047.0,7727.0,1912.0,11837.0,994.0,0.0,1540.0,475.0,1019.0,1990.0,1860.0,2596.0,2626.0,2708.0,3860.0,2458.0,1581.0,821.0,5241.0,11557.0,859.0,16862.0,4864.0,79.0,3976.0,6175.0,317.0,3320.0,5334.0,Nebraska,246546.0
2142.0,5923.0,38310.0,3546.0,213223.0,16828.0,2129.0,634.0,1704.0,21121.0,5642.0,18998.0,15362.0,11974.0,3563.0,2301.0,2887.0,4339.0,1522.0,394.0,4278.0,3053.0,8701.0,5286.0,2835.0,4665.0,4436.0,3258.0,0.0,1357.0,5565.0,8378.0,11222.0,6230.0,1612.0,6586.0,3462.0,12465.0,6309.0,589.0,7043.0,7832.0,3477.0,25084.0,22403.0,338.0,7556.0,15907.0,278.0,6259.0,2874.0,Nevada,571880.0
815.0,1053.0,1797.0,1367.0,6626.0,2084.0,9927.0,20.0,558.0,9610.0,1880.0,169.0,86.0,3290.0,1431.0,253.0,864.0,393.0,966.0,17310.0,2108.0,80537.0,1236.0,380.0,372.0,875.0,1453.0,217.0,429.0,0.0,2965.0,712.0,11085.0,4804.0,47.0,1550.0,237.0,1408.0,3068.0,4312.0,1922.0,295.0,3005.0,6468.0,1168.0,10081.0,2886.0,1315.0,630.0,1112.0,233.0,New Hampshire,207409.0
2687.0,4046.0,8986.0,511.0,31889.0,5252.0,14278.0,10522.0,3835.0,59792.0,19805.0,1475.0,802.0,12546.0,3455.0,1220.0,1473.0,1501.0,2222.0,2206.0,19378.0,20048.0,6446.0,3572.0,1469.0,3076.0,319.0,1073.0,3931.0,2655.0,0.0,1284.0,212454.0,15371.0,169.0,7393.0,2756.0,2793.0,90608.0,2906.0,9428.0,732.0,4916.0,17424.0,2289.0,1646.0,17146.0,6144.0,2726.0,2181.0,38.0,New Jersey,650874.0
4431.0,2713.0,34905.0,1563.0,32285.0,20904.0,742.0,778.0,730.0,14636.0,5430.0,1131.0,1733.0,4574.0,4914.0,1135.0,3868.0,1510.0,1285.0,776.0,6058.0,4365.0,4170.0,1749.0,2346.0,5877.0,2498.0,2267.0,11313.0,539.0,2049.0,0.0,3963.0,4190.0,589.0,6169.0,4520.0,5674.0,2919.0,714.0,11407.0,4400.0,3294.0,59021.0,7105.0,563.0,4238.0,6309.0,198.0,1984.0,2155.0,New Mexico,312686.0
8760.0,24979.0,17357.0,3108.0,122010.0,17560.0,71971.0,6264.0,16260.0,149836.0,43192.0,5220.0,2040.0,37169.0,11672.0,4037.0,6228.0,7602.0,7000.0,9564.0,31562.0,78439.0,24403.0,7662.0,2953.0,10880.0,1938.0,2138.0,9291.0,12865.0,185197.0,4907.0,0.0,55586.0,570.0,30722.0,8206.0,8355.0,100066.0,13212.0,36052.0,1573.0,11534.0,52101.0,5290.0,12953.0,41324.0,11205.0,3165.0,8977.0,1695.0,New York,1346650.0
21163.0,12450.0,18079.0,4610.0,73314.0,18083.0,19228.0,6614.0,8313.0,132400.0,83909.0,7166.0,2601.0,29214.0,16707.0,5349.0,13001.0,17288.0,9422.0,6295.0,52479.0,28665.0,35428.0,7714.0,9481.0,12345.0,1837.0,3076.0,7697.0,8631.0,49993.0,6636.0,101234.0,0.0,755.0,48833.0,7469.0,7474.0,48548.0,23765.0,105809.0,1473.0,33411.0,70992.0,6024.0,7130.0,112788.0,14440.0,15191.0,10030.0,2532.0,North Carolina,1347086.0
601.0,2610.0,5634.0,421.0,7161.0,4579.0,254.0,84.0,361.0,3989.0,1958.0,351.0,2293.0,2247.0,1180.0,1723.0,464.0,468.0,983.0,148.0,804.0,658.0,2533.0,69205.0,574.0,2572.0,7491.0,1885.0,2585.0,49.0,794.0,1058.0,990.0,2112.0,0.0,1056.0,651.0,2481.0,1158.0,266.0,1333.0,7305.0,1260.0,8863.0,1811.0,1016.0,1517.0,3922.0,0.0,3903.0,1799.0,North Dakota,169160.0
10205.0,7374.0,23045.0,4938.0,43913.0,14171.0,6380.0,1974.0,3057.0,79036.0,31007.0,3291.0,3609.0,38852.0,58764.0,5362.0,5607.0,58931.0,7745.0,2033.0,20264.0,14483.0,77554.0,9306.0,4030.0,10115.0,1541.0,4622.0,7531.0,3924.0,16472.0,4028.0,41966.0,32975.0,949.0,0.0,6260.0,4015.0,54159.0,5742.0,15852.0,1450.0,20600.0,44812.0,4787.0,6686.0,21750.0,10643.0,40886.0,9440.0,1921.0,Ohio,908057.0
5570.0,6128.0,17107.0,34917.0,43835.0,19913.0,567.0,654.0,489.0,23606.0,15498.0,1998.0,2405.0,9931.0,7358.0,5532.0,29039.0,6626.0,10728.0,964.0,4270.0,2530.0,5701.0,3434.0,7057.0,24928.0,2474.0,4777.0,5402.0,944.0,3939.0,8554.0,8688.0,11490.0,1813.0,6339.0,0.0,5373.0,4498.0,1348.0,36836.0,2578.0,7660.0,115083.0,6160.0,405.0,7810.0,6777.0,1443.0,4230.0,5795.0,Oklahoma,551201.0
3413.0,14740.0,33573.0,2464.0,163734.0,17611.0,2638.0,572.0,1933.0,14827.0,4633.0,12874.0,28440.0,7674.0,4213.0,3013.0,4457.0,2878.0,2201.0,1057.0,2104.0,6556.0,6289.0,7738.0,1948.0,4320.0,11709.0,3293.0,22537.0,783.0,3862.0,5783.0,10907.0,7520.0,2101.0,5598.0,7264.0,0.0,5770.0,411.0,8122.0,3565.0,3306.0,20971.0,38190.0,2015.0,7012.0,97053.0,1375.0,6366.0,3747.0,Oregon,635160.0
5052.0,6454.0,14157.0,4731.0,47745.0,13994.0,21431.0,26742.0,9697.0,81702.0,26459.0,2065.0,2059.0,19737.0,10627.0,2559.0,6774.0,10597.0,4019.0,5166.0,89948.0,29295.0,19619.0,5422.0,3464.0,7924.0,1103.0,1886.0,7463.0,4610.0,186793.0,3229.0,158188.0,40943.0,1600.0,65829.0,4781.0,6052.0,0.0,5539.0,17908.0,3829.0,10544.0,42790.0,6033.0,6368.0,42581.0,10581.0,23433.0,8162.0,3282.0,Pennsylvania,1140966.0
435.0,2178.0,1099.0,0.0,10109.0,692.0,16669.0,399.0,566.0,10123.0,1829.0,731.0,238.0,2345.0,269.0,130.0,401.0,629.0,1003.0,1772.0,4080.0,43645.0,1283.0,751.0,636.0,389.0,65.0,692.0,406.0,3986.0,7337.0,129.0,17860.0,3507.0,62.0,932.0,199.0,258.0,5040.0,0.0,1578.0,48.0,928.0,5132.0,511.0,1603.0,3539.0,815.0,551.0,137.0,44.0,Rhode Island,157760.0
10567.0,6704.0,9082.0,5062.0,32333.0,8806.0,13465.0,3105.0,1809.0,70280.0,85939.0,2839.0,1832.0,13671.0,13681.0,3346.0,4701.0,10186.0,9623.0,4910.0,17788.0,11373.0,17499.0,4672.0,6827.0,8254.0,1192.0,1115.0,4596.0,4298.0,26774.0,4137.0,49099.0,116875.0,1146.0,31549.0,5590.0,3308.0,23903.0,502196.0,0.0,1379.0,14209.0,32808.0,3207.0,1668.0,35244.0,10107.0,6752.0,4516.0,1482.0,South Carolina,1265504.0
589.0,1590.0,4654.0,1003.0,7844.0,6262.0,13.0,0.0,26.0,2780.0,430.0,226.0,904.0,1754.0,1220.0,16698.0,1991.0,323.0,301.0,234.0,467.0,710.0,1999.0,24345.0,463.0,1372.0,3140.0,11103.0,960.0,22.0,524.0,812.0,1881.0,1695.0,10379.0,1590.0,1123.0,1720.0,1108.0,20.0,1554.0,0.0,1439.0,5894.0,1919.0,89.0,1615.0,4694.0,173.0,2765.0,4566.0,South Dakota,138983.0
48318.0,5335.0,13318.0,26042.0,39088.0,9001.0,2560.0,1039.0,2426.0,78407.0,78392.0,3634.0,4623.0,32304.0,25525.0,4725.0,10182.0,57824.0,18200.0,2187.0,8067.0,7361.0,28960.0,5683.0,48650.0,17616.0,681.0,2350.0,5512.0,1496.0,7404.0,2695.0,24298.0,40422.0,115.0,29065.0,9456.0,3736.0,12844.0,4456.0,27586.0,1333.0,0.0,44353.0,5830.0,745.0,30684.0,8920.0,9870.0,11306.0,615.0,Tennessee,865239.0
44318.0,41751.0,95989.0,73193.0,318241.0,90830.0,11040.0,4344.0,6658.0,164473.0,93811.0,27546.0,12913.0,106961.0,44881.0,18524.0,57010.0,27350.0,141490.0,5769.0,38701.0,26540.0,61343.0,30378.0,33575.0,64103.0,5372.0,20826.0,40020.0,4559.0,35935.0,81713.0,95961.0,80918.0,6151.0,52550.0,123508.0,20680.0,41201.0,14652.0,3758262.0,10411.0,49048.0,0.0,29647.0,1420.0,61906.0,48295.0,8412.0,28674.0,13360.0,Texas,6275213.0
1615.0,8892.0,38266.0,2340.0,77127.0,27350.0,1320.0,731.0,524.0,11909.0,7280.0,6703.0,35757.0,7406.0,2526.0,4757.0,3278.0,1661.0,1514.0,911.0,2705.0,5315.0,5592.0,4037.0,1255.0,6270.0,6989.0,2766.0,27235.0,747.0,2004.0,5335.0,9980.0,4674.0,394.0,8298.0,4450.0,14468.0,3913.0,1265.0,6947.0,359674.0,3134.0,20099.0,0.0,883.0,9722.0,17759.0,270.0,2897.0,11226.0,Utah,792170.0
107.0,857.0,686.0,57.0,4621.0,2788.0,7899.0,242.0,473.0,4845.0,900.0,561.0,123.0,1687.0,475.0,548.0,7.0,2270.0,533.0,3722.0,1957.0,15356.0,1011.0,665.0,53.0,473.0,728.0,258.0,272.0,15309.0,3662.0,388.0,18251.0,1850.0,30.0,1428.0,52.0,518.0,2666.0,1197.0,697.0,399.0,60100.0,2006.0,866.0,0.0,2457.0,1008.0,53.0,1094.0,306.0,Vermont,168511.0
17900.0,12613.0,20075.0,3715.0,84914.0,21244.0,20347.0,6957.0,45830.0,96995.0,53427.0,17580.0,3797.0,31585.0,13715.0,4846.0,9087.0,15119.0,9682.0,9274.0,126760.0,23499.0,26508.0,5953.0,7644.0,12658.0,3069.0,3807.0,5581.0,4550.0,41725.0,4495.0,78990.0,116790.0,3379.0,35591.0,6817.0,8347.0,53999.0,16725.0,45176.0,4355.0,25817.0,979566.0,11354.0,6331.0,0.0,19348.0,32485.0,8936.0,1238.0,Virginia,2220195.0
6515.0,21859.0,46828.0,5623.0,203329.0,24410.0,6517.0,413.0,2242.0,35061.0,30047.0,24055.0,51484.0,21017.0,8589.0,6888.0,9066.0,6469.0,4986.0,3737.0,9457.0,9893.0,17325.0,11067.0,4350.0,17142.0,16322.0,3387.0,23760.0,2054.0,9117.0,6556.0,23320.0,17787.0,1960.0,13478.0,7867.0,135175.0,11447.0,2749.0,19933.0,6386.0,8503.0,58705.0,908162.0,2407.0,20448.0,0.0,585.0,11209.0,3577.0,Washington,1903263.0
1923.0,4209.0,1122.0,613.0,5182.0,1693.0,1212.0,1940.0,1863.0,14350.0,5606.0,554.0,1097.0,3034.0,2398.0,68.0,200.0,8493.0,476.0,134.0,29553.0,774.0,4957.0,332.0,936.0,1114.0,163.0,423.0,662.0,724.0,6167.0,352.0,6663.0,15940.0,708.0,39461.0,1071.0,353.0,19844.0,1739.0,6303.0,511.0,4295.0,10670.0,440.0,170032.0,22964.0,621.0,0.0,922.0,252.0,West Virginia,405113.0
2451.0,2585.0,15228.0,1621.0,26000.0,10408.0,2709.0,932.0,294.0,22683.0,6709.0,3055.0,2612.0,114608.0,13035.0,16575.0,4362.0,3339.0,2439.0,1637.0,3819.0,3147.0,27233.0,86292.0,3297.0,7556.0,1840.0,2318.0,4749.0,861.0,3002.0,2712.0,8796.0,11263.0,3351.0,11582.0,1394.0,4865.0,6779.0,998.0,6231.0,1987.0,6053.0,13297.0,3981.0,784.0,704624.0,5614.0,1991.0,0.0,345.0,Wisconsin,1194043.0
523.0,1816.0,5734.0,752.0,11890.0,24917.0,26.0,0.0,0.0,3797.0,1795.0,747.0,6304.0,2391.0,1208.0,1255.0,2391.0,606.0,1048.0,98.0,345.0,1491.0,4914.0,1621.0,206.0,3861.0,8805.0,7089.0,1475.0,0.0,250.0,1785.0,2150.0,1553.0,1136.0,1270.0,1847.0,4163.0,1045.0,114.0,2203.0,6880.0,830.0,6146.0,10241.0,174.0,1470.0,60868.0,0.0,631.0,0.0,Wyoming,201861.0
